x-axis,1,2,3
second,Volt,Volt,Volt
-10.9000E-06,+1.3750000000E+00,-18.7500007E-03,-1.4499998093E+00
-10.8900E-06,+750.0000000E-03,-18.7500007E-03,-1.3874998093E+00
-10.8800E-06,+1.3750000000E+00,-81.2500007E-03,-1.4499998093E+00
-10.8700E-06,+750.0000000E-03,-50.0000007E-03,-1.4499998093E+00
-10.8600E-06,+1.3750000000E+00,-50.0000007E-03,-1.5124998093E+00
-10.8500E-06,+750.0000000E-03,-81.2500007E-03,-1.3874998093E+00
-10.8400E-06,+1.3750000000E+00,+43.7499993E-03,-1.3874998093E+00
-10.8300E-06,+125.0000000E-03,+43.7499993E-03,-1.4499998093E+00
-10.8200E-06,+1.3750000000E+00,-112.5000007E-03,-1.4499998093E+00
-10.8100E-06,+750.0000000E-03,+43.7499993E-03,-1.5124998093E+00
-10.8000E-06,+1.3750000000E+00,-143.7500007E-03,-1.3874998093E+00
-10.7900E-06,+750.0000000E-03,-206.2500007E-03,-1.4499998093E+00
-10.7800E-06,+1.3750000000E+00,-112.5000007E-03,-1.4499998093E+00
-10.7700E-06,+750.0000000E-03,-18.7500007E-03,-1.3874998093E+00
-10.7600E-06,+1.3750000000E+00,-18.7500007E-03,-1.4499998093E+00
-10.7500E-06,+750.0000000E-03,-18.7500007E-03,-1.4499998093E+00
-10.7400E-06,+750.0000000E-03,+106.2499993E-03,-1.4499998093E+00
-10.7300E-06,+750.0000000E-03,+74.9999993E-03,-1.3874998093E+00
-10.7200E-06,+1.3750000000E+00,+74.9999993E-03,-1.3874998093E+00
-10.7100E-06,+750.0000000E-03,+43.7499993E-03,-1.4499998093E+00
-10.7000E-06,+750.0000000E-03,-18.7500007E-03,-1.4499998093E+00
-10.6900E-06,+750.0000000E-03,-112.5000007E-03,-1.4499998093E+00
-10.6800E-06,+1.3750000000E+00,-112.5000007E-03,-1.4499998093E+00
-10.6700E-06,+750.0000000E-03,-81.2500007E-03,-1.4499998093E+00
-10.6600E-06,+750.0000000E-03,-50.0000007E-03,-1.4499998093E+00
-10.6500E-06,+1.3750000000E+00,-18.7500007E-03,-1.4499998093E+00
-10.6400E-06,+1.3750000000E+00,+12.4999993E-03,-1.4499998093E+00
-10.6300E-06,+750.0000000E-03,-18.7500007E-03,-1.3874998093E+00
-10.6200E-06,+1.3750000000E+00,-18.7500007E-03,-1.4499998093E+00
-10.6100E-06,+1.3750000000E+00,+12.4999993E-03,-1.4499998093E+00
-10.6000E-06,+1.3750000000E+00,-50.0000007E-03,-1.4499998093E+00
-10.5900E-06,+750.0000000E-03,-50.0000007E-03,-1.4499998093E+00
