x-axis,1,2
second,Volt,Volt
-29.80000E-06,+0.0E+00,+148.24120444E-03
-29.75000E-06,+50.25125668E-03,+148.24120444E-03
-29.70000E-06,+0.0E+00,+148.24120444E-03
-29.65000E-06,+0.0E+00,+148.24120444E-03
-29.60000E-06,+50.25125667E-03,+148.74371700E-03
-29.55000E-06,+0.0E+00,+148.74371700E-03
-29.50000E-06,-50.25125667E-03,+148.74371700E-03
-29.45000E-06,+0.0E+00,+152.76381746E-03
-29.40000E-06,+402.01005340E-03,+148.74371700E-03
-29.35000E-06,+351.75879672E-03,+152.76381746E-03
-29.30000E-06,+0.0E+00,+152.76381746E-03
-29.25000E-06,+50.25125667E-03,+152.76381746E-03
-29.20000E-06,+0.0E+00,+156.78391792E-03
-29.15000E-06,+0.0E+00,+152.76381746E-03
-29.10000E-06,+0.0E+00,+152.76381746E-03
-29.05000E-06,+0.0E+00,+144.72361654E-03
-29.00000E-06,+0.0E+00,+168.84421930E-03
-28.95000E-06,+0.0E+00,+168.84421930E-03
-28.90000E-06,+50.25125667E-03,+153.26633002E-03
-28.85000E-06,+402.01005340E-03,+152.76381746E-03
-28.80000E-06,+0.0E+00,+160.80401838E-03
-28.75000E-06,+0.0E+00,+172.86431976E-03
-28.70000E-06,+402.01005340E-03,+164.82411884E-03
-28.65000E-06,+50.25125667E-03,+156.78391792E-03
-28.60000E-06,+0.0E+00,+161.30653094E-03
-28.55000E-06,+402.01005340E-03,+164.82411884E-03
-28.50000E-06,+0.0E+00,+168.84421930E-03
-28.45000E-06,+402.01005340E-03,+164.82411884E-03
-28.40000E-06,+50.25125667E-03,+172.86431976E-03
-28.35000E-06,+402.01005340E-03,+168.84421930E-03
-28.30000E-06,+50.25125667E-03,+168.84421930E-03
-28.25000E-06,+0.0E+00,+172.86431976E-03
-28.20000E-06,+0.0E+00,+173.36683231E-03
-28.15000E-06,+351.75879673E-03,+176.88442022E-03
-28.10000E-06,+402.01005340E-03,+176.38190766E-03
-28.05000E-06,+351.75879673E-03,+172.86431976E-03
-28.00000E-06,+50.25125667E-03,+168.84421930E-03
-27.95000E-06,+0.0E+00,+172.86431976E-03
-27.90000E-06,+402.01005340E-03,+176.88442022E-03
-27.85000E-06,+0.0E+00,+180.90452068E-03
-27.80000E-06,+0.0E+00,+176.88442022E-03
-27.75000E-06,+0.0E+00,+176.88442022E-03
-27.70000E-06,+0.0E+00,+176.88442022E-03
-27.65000E-06,+0.0E+00,+180.90452068E-03
-27.60000E-06,+351.75879673E-03,+181.40703323E-03
